Product_ID,Category,Price,Units_Sold,Store_ID,Customer_Age,Customer_Gender,Discount_Applied,Purchase_Date,Satisfaction_Score
911,Food,106.89,89,18,63,Female,20,2024-06-29,5
912,Electronics,60.4,50,20,25,Female,0,2024-06-30,5
913,Electronics,138.53,43,13,46,Female,20,2024-07-01,3
914,Clothing,33.26,19,8,47,Male,0,2024-07-02,5
915,Furniture,267.93,69,9,27,Female,30,2024-07-03,4
916,Clothing,468.62,51,16,56,Female,5,2024-07-04,2
917,Clothing,24.48,11,19,45,Female,10,2024-07-05,2
918,Furniture,65.44,12,16,66,Female,5,2024-07-06,1
919,Furniture,228.84,74,7,53,Male,30,2024-07-07,5
920,Furniture,467.27,8,14,30,Male,0,2024-07-08,1
921,Electronics,161.5,24,14,49,Male,5,2024-07-09,2
922,Food,256.08,92,4,53,Male,30,2024-07-10,2
923,Electronics,25.58,41,15,54,Female,20,2024-07-11,5
924,Food,78.43,36,3,43,Male,10,2024-07-12,4
925,Electronics,493.38,85,5,39,Male,5,2024-07-13,4
926,Food,482.73,72,1,21,Male,0,2024-07-14,5
927,Electronics,7.45,55,3,48,Male,20,2024-07-15,5
928,Furniture,476.15,9,15,35,Female,30,2024-07-16,1
929,Clothing,321.36,47,8,55,Male,10,2024-07-17,5
930,Electronics,434.62,15,4,41,Female,0,2024-07-18,4
931,Food,230.1,48,2,40,Male,30,2024-07-19,5
932,Furniture,260.22,82,10,39,Female,30,2024-07-20,1
933,Electronics,246.98,42,4,19,Female,5,2024-07-21,1
934,Electronics,335.1,60,3,48,Male,5,2024-07-22,1
935,Furniture,74.13,84,2,28,Male,0,2024-07-23,1
936,Electronics,19.84,70,17,45,Male,30,2024-07-24,3
937,Clothing,157.43,12,20,63,Male,5,2024-07-25,5
938,Electronics,353.82,2,13,49,Female,10,2024-07-26,2
939,Clothing,104.92,7,5,22,Female,10,2024-07-27,5
940,Clothing,338.35,80,9,55,Male,30,2024-07-28,3
941,Furniture,485.11,3,6,27,Male,5,2024-07-29,1
942,Electronics,51.48,3,5,57,Female,0,2024-07-30,3
943,Furniture,337.94,27,10,63,Male,0,2024-07-31,4
944,Electronics,224.66,40,8,41,Female,0,2024-08-01,4
945,Electronics,434.73,33,7,52,Male,10,2024-08-02,5
946,Food,92.69,92,7,61,Female,5,2024-08-03,5
947,Electronics,347.85,1,6,65,Female,5,2024-08-04,2
948,Furniture,419.87,8,20,40,Female,10,2024-08-05,2
949,Clothing,472.58,32,3,34,Female,0,2024-08-06,4
950,Electronics,343.21,48,19,18,Female,0,2024-08-07,1
951,Food,251.1,4,15,48,Male,30,2024-08-08,3
952,Furniture,310.83,94,4,48,Female,20,2024-08-09,2
953,Electronics,435.11,70,12,59,Male,5,2024-08-10,2
954,Furniture,287.45,19,6,59,Female,5,2024-08-11,1
955,Food,20.04,32,19,51,Female,5,2024-08-12,1
956,Food,465.82,9,4,26,Male,20,2024-08-13,5
957,Furniture,346.32,12,15,39,Male,30,2024-08-14,3
958,Electronics,339.87,11,9,30,Male,20,2024-08-15,1
959,Clothing,111.76,46,5,42,Male,0,2024-08-16,2
960,Food,331.15,16,13,65,Female,0,2024-08-17,2
961,Electronics,199.96,1,18,35,Male,5,2024-08-18,4
962,Electronics,327.36,63,5,68,Female,10,2024-08-19,1
963,Clothing,57.76,21,16,29,Male,5,2024-08-20,5
964,Food,330.63,30,19,57,Male,10,2024-08-21,3
965,Food,499.71,13,14,34,Female,20,2024-08-22,5
966,Electronics,28.86,34,16,32,Female,0,2024-08-23,2
967,Electronics,488.7,4,15,59,Male,10,2024-08-24,5
968,Clothing,206.42,28,4,32,Female,20,2024-08-25,2
969,Clothing,436.02,95,7,32,Female,0,2024-08-26,2
970,Food,392.28,59,16,56,Female,10,2024-08-27,2
971,Furniture,285.67,27,8,30,Female,5,2024-08-28,2
972,Food,370.53,69,17,34,Female,5,2024-08-29,2
973,Electronics,439.87,25,16,49,Female,5,2024-08-30,4
974,Food,205.05,3,10,26,Female,20,2024-08-31,5
975,Furniture,166.88,97,10,57,Female,5,2024-09-01,4
976,Clothing,335.46,68,2,37,Male,30,2024-09-02,4
977,Furniture,404.88,25,9,43,Female,0,2024-09-03,1
978,Furniture,382.33,20,17,44,Male,20,2024-09-04,1
979,Furniture,399.92,34,11,38,Female,5,2024-09-05,1
980,Clothing,220.61,26,10,35,Female,0,2024-09-06,3
981,Furniture,409.83,5,17,30,Female,10,2024-09-07,1
982,Furniture,64.5,99,4,33,Female,5,2024-09-08,5
983,Furniture,274.52,61,16,26,Male,0,2024-09-09,4
984,Electronics,7.85,92,20,29,Male,30,2024-09-10,5
985,Furniture,165.67,93,15,61,Female,10,2024-09-11,1
986,Clothing,186.4,9,5,55,Male,30,2024-09-12,3
987,Furniture,201.11,50,6,36,Female,0,2024-09-13,3
988,Furniture,349.26,6,17,24,Female,30,2024-09-14,4
989,Clothing,197.34,83,1,52,Male,0,2024-09-15,5
990,Furniture,227.1,60,19,65,Male,0,2024-09-16,2
991,Clothing,122.58,44,4,35,Female,30,2024-09-17,5
992,Furniture,189.76,11,17,33,Female,0,2024-09-18,1
993,Clothing,117.5,66,9,56,Male,5,2024-09-19,2
994,Furniture,41.23,47,2,21,Female,0,2024-09-20,3
995,Furniture,303.71,73,8,42,Male,20,2024-09-21,4
996,Electronics,335.77,85,15,49,Female,0,2024-09-22,4
997,Electronics,311.65,88,7,57,Female,20,2024-09-23,3
998,Furniture,234.43,98,6,30,Male,0,2024-09-24,1
999,Furniture,192.99,86,1,62,Male,0,2024-09-25,3
1000,Food,432.35,3,15,34,Male,30,2024-09-26,1
